Name,Mass (MJ),Radius (RJ),Period (days),Semi-major axis (AU),Discovery method,Disc. Year,Distance (ly),Host star mass (M☉),Host star temp. (K),Remarks,distance (clean),mass (clean),radius (clean),star mass (clean),star temp (clean),Distance_Radius_Interaction,star_mass_bin
HD 38529 b,0.797,0.213,14.31,0.1294,radial vel.,2000,138.3,1.41,5541,,138.3,0.797,0.213,1.41,5541,29.4579,"(-0.00354, 5.905]"
HD 38529 c,12.99,0.213,2136.1,3.64,radial vel.,2000,138.3,1.41,5541,,138.3,12.99,0.213,1.41,5541,29.4579,"(-0.00354, 5.905]"
HD 38801 b,9.698,0.213,685.25,1.623,radial vel.,2009,299,1.21,5338,,299,9.698,0.213,1.21,5338,63.687,"(-0.00354, 5.905]"
HD 40307 b,0.0126,0.213,4.31,0.0468,radial vel.,2008,42.2,0.77,4956,[11],42.2,0.0126,0.213,0.77,4956,8.9886,"(-0.00354, 5.905]"
HD 40307 c,0.0208,0.213,9.62,0.0799,radial vel.,2008,42.2,0.77,4956,[11],42.2,0.0208,0.213,0.77,4956,8.9886,"(-0.00354, 5.905]"
HD 40307 d,0.0299,0.213,20.43,0.1321,radial vel.,2008,42.2,0.77,4956,[11],42.2,0.0299,0.213,0.77,4956,8.9886,"(-0.00354, 5.905]"
HD 40979 b,4.67,0.213,264.15,0.85,radial vel.,2002,111.3,1.45,6165,,111.3,4.67,0.213,1.45,6165,23.7069,"(-0.00354, 5.905]"
HD 41004 Ab,2.54,0.213,963,0.098,radial vel.,2004,140.4,0.7,5010,,140.4,2.54,0.213,0.7,5010,29.9052,"(-0.00354, 5.905]"
HD 41004 Bb,18.37,0.213,1.33,0.098,radial vel.,2003,140.4,0.4,5576,,140.4,18.37,0.213,0.4,5576,29.9052,"(-0.00354, 5.905]"
HD 43691 b,2.55,0.213,37,0.238,radial vel.,2007,279.9,1.32,6093,,279.9,2.55,0.213,1.32,6093,59.6187,"(-0.00354, 5.905]"
HD 45350 b,1.79,0.213,963.6,1.92,radial vel.,2004,153.1,1.02,5616,Proper name Peitruss,153.1,1.79,0.213,1.02,5616,32.6103,"(-0.00354, 5.905]"
HD 45364 b,0.1872,0.213,226.93,0.6813,radial vel.,2008,112.2,0.82,5434,,112.2,0.1872,0.213,0.82,5434,23.8986,"(-0.00354, 5.905]"
HD 45364 c,0.6579,0.213,342.85,0.8972,radial vel.,2008,112.2,0.82,5434,,112.2,0.6579,0.213,0.82,5434,23.8986,"(-0.00354, 5.905]"
HD 45652 b,0.433,0.213,44.07,0.237,radial vel.,2008,113.8,0.92,5294,Proper name Viriato,113.8,0.433,0.213,0.92,5294,24.2394,"(-0.00354, 5.905]"
HD 46375 b,0.226,0.213,3.02,0.0398,radial vel.,2000,96.5,0.92,5285,,96.5,0.226,0.213,0.92,5285,20.5545,"(-0.00354, 5.905]"
HD 47186 b,0.07,0.213,4.08,0.05,radial vel.,2008,122.3,0.96,5657,,122.3,0.07,0.213,0.96,5657,26.0499,"(-0.00354, 5.905]"
HD 47186 c,0.35061,0.213,1353.6,2.395,radial vel.,2008,122.3,0.96,5657,,122.3,0.35061,0.213,0.96,5657,26.0499,"(-0.00354, 5.905]"
HD 47536 b,7.32,0.213,712.13,1.93,radial vel.,2002,401,0.91,4424,,401,7.32,0.213,0.91,4424,85.413,"(-0.00354, 5.905]"
HD 48265 b,1.525,0.213,778.51,1.814,radial vel.,2008,296.1,1.31,5733,Proper name Naqaỹa,296.1,1.525,0.213,1.31,5733,63.0693,"(-0.00354, 5.905]"
HD 49674 b,0.1,0.213,4.95,0.06,radial vel.,2002,140.6,1.03,5602,Proper name Eburonia,140.6,0.1,0.213,1.03,5602,29.9478,"(-0.00354, 5.905]"
HD 50499 b,1.636,0.213,2447.1,3.833,radial vel.,2005,151.2,1.25,6102,,151.2,1.636,0.213,1.25,6102,32.2056,"(-0.00354, 5.905]"
HD 50554 b,4.954,0.213,1293,2.353,radial vel.,2002,101.7,1.04,5987,,101.7,4.954,0.213,1.04,5987,21.6621,"(-0.00354, 5.905]"
HD 52265 b,1.21,0.213,119.27,0.52,radial vel.,2000,97.9,1.2,6136,Proper name Cayahuanca,97.9,1.21,0.213,1.2,6136,20.8527,"(-0.00354, 5.905]"
HD 59686 b,6.92,0.213,299.36,1.086,radial vel.,2003,292,1.43,4670,[5],292,6.92,0.213,1.43,4670,62.196,"(-0.00354, 5.905]"
HD 60532 b,1.06,0.213,201.9,0.77,radial vel.,2008,84.8,1.5,6245,,84.8,1.06,0.213,1.5,6245,18.0624,"(-0.00354, 5.905]"
HD 60532 c,2.51,0.213,600.1,1.6,radial vel.,2008,84.8,1.5,6245,,84.8,2.51,0.213,1.5,6245,18.0624,"(-0.00354, 5.905]"
HD 63454 b,0.25,1.098,2.82,0.04,radial vel.,2005,123.1,0.42,4812,Proper name Ibirapitá,123.1,0.25,1.098,0.42,4812,135.1638,"(-0.00354, 5.905]"
HD 63765 b,0.53,0.213,358,0.94,radial vel.,2009,106.2,0.65,5449,Proper name Yvaga,106.2,0.53,0.213,0.65,5449,22.6206,"(-0.00354, 5.905]"
HD 65216 b,1.295,0.213,577.6,1.301,radial vel.,2003,114.7,0.87,5612,,114.7,1.295,0.213,0.87,5612,24.4311,"(-0.00354, 5.905]"
HD 66428 b,3.204,0.213,2263.12,3.467,radial vel.,2005,174,1.08,5773,,174,3.204,0.213,1.08,5773,37.062,"(-0.00354, 5.905]"
HD 68988 b,1.97,0.213,6.28,0.07,radial vel.,2001,198.8,1.28,5932,Proper name Albmi,198.8,1.97,0.213,1.28,5932,42.3444,"(-0.00354, 5.905]"
HD 69830 b,0.0321,0.213,8.67,0.0785,radial vel.,2006,41,0.86,5385,,41,0.0321,0.213,0.86,5385,8.733,"(-0.00354, 5.905]"
HD 69830 c,0.0371,0.213,31.56,0.186,radial vel.,2006,41,0.86,5385,,41,0.0371,0.213,0.86,5385,8.733,"(-0.00354, 5.905]"
HD 69830 d,0.057,0.213,197,0.63,radial vel.,2006,41,0.86,5385,,41,0.057,0.213,0.86,5385,8.733,"(-0.00354, 5.905]"
HD 70573 b,6.1,0.213,851.8,1.76,radial vel.,2007,149.1,1,5737,,149.1,6.1,0.213,1,5737,31.7583,"(-0.00354, 5.905]"
HD 70642 b,1.993,0.213,2124.54,3.318,radial vel.,2003,95.6,1.08,5732,,95.6,1.993,0.213,1.08,5732,20.3628,"(-0.00354, 5.905]"
HD 72659 b,3.85,0.213,3658,4.75,radial vel.,2002,169.5,1.43,5932,,169.5,3.85,0.213,1.43,5932,36.1035,"(-0.00354, 5.905]"
HD 73267 b,3.097,0.213,1245.36,2.187,radial vel.,2008,179.1,0.9,5387,,179.1,3.097,0.213,0.9,5387,38.1483,"(-0.00354, 5.905]"
HD 73526 b,3.08,0.213,188.3,0.65,radial vel.,2002,318,1.14,5601,,318,3.08,0.213,1.14,5601,67.734,"(-0.00354, 5.905]"
HD 73526 c,2.25,0.213,379.1,1.03,radial vel.,2005,318,1.14,5601,,318,2.25,0.213,1.14,5601,67.734,"(-0.00354, 5.905]"
HD 73534 b,1.112,0.213,1750,2.99,radial vel.,2008,272.4,1.16,4917,Proper name Drukyul,272.4,1.112,0.213,1.16,4917,58.0212,"(-0.00354, 5.905]"
HD 74156 b,1.8,0.213,51.64,0.292,radial vel.,2003,210.7,1.24,6068,,210.7,1.8,0.213,1.24,6068,44.8791,"(-0.00354, 5.905]"
HD 74156 c,8.06,0.213,2473,3.85,radial vel.,2003,210.7,1.24,6068,,210.7,8.06,0.213,1.24,6068,44.8791,"(-0.00354, 5.905]"
HD 75898 b,2.71,0.213,422.9,1.191,radial vel.,2007,255.2,1.26,5963,Proper name Veles,255.2,2.71,0.213,1.26,5963,54.3576,"(-0.00354, 5.905]"
HD 76700 b,0.21,0.213,3.97,0.05,radial vel.,2002,198.9,0.99,5644,,198.9,0.21,0.213,0.99,5644,42.3657,"(-0.00354, 5.905]"
HD 80606 b,4.38,1.07,111.44,0.4565,radial vel.,2001,217.2,1.15,5561,,217.2,4.38,1.07,1.15,5561,232.404,"(-0.00354, 5.905]"
HD 81040 b,7.27,0.213,1001.7,1.94,radial vel.,2005,112.4,1.05,5755,,112.4,7.27,0.213,1.05,5755,23.9412,"(-0.00354, 5.905]"
HD 82943 b,1.681,0.213,441.47,1.18306,radial vel.,2003,90,1.2,6016,,90,1.681,0.213,1.2,6016,19.17,"(-0.00354, 5.905]"
HD 82943 c,1.959,0.213,220.08,0.74345,radial vel.,2003,90,1.2,6016,,90,1.959,0.213,1.2,6016,19.17,"(-0.00354, 5.905]"
HD 83443 b,0.34,0.213,2.99,0.04,radial vel.,2002,133.6,0.79,5442,Proper name Buru,133.6,0.34,0.213,0.79,5442,28.4568,"(-0.00354, 5.905]"
HD 85390 b,0.099,0.213,799.52,1.373,radial vel.,2009,109.5,0.76,5186,Proper name Madalitso,109.5,0.099,0.213,0.76,5186,23.3235,"(-0.00354, 5.905]"
HD 86081 b,1.48,0.213,2.14,0.0346,radial vel.,2006,340,1.21,5939,Proper name Santamasa,340,1.48,0.213,1.21,5939,72.42,"(-0.00354, 5.905]"
HD 86264 b,7,0.213,1475,2.86,radial vel.,2009,221.6,1.42,6210,,221.6,7,0.213,1.42,6210,47.2008,"(-0.00354, 5.905]"
HD 87883 b,1.54,0.213,2754,3.58,radial vel.,2009,59.7,0.66,4915,,59.7,1.54,0.213,0.66,4915,12.7161,"(-0.00354, 5.905]"
HD 88133 b,1.02,0.213,3.41,0.0479,radial vel.,2004,240.6,1.26,5392,,240.6,1.02,0.213,1.26,5392,51.2478,"(-0.00354, 5.905]"
HD 89307 b,2.11,0.213,2166,3.27,radial vel.,2009,104.5,1.27,5955,,104.5,2.11,0.213,1.27,5955,22.2585,"(-0.00354, 5.905]"
HD 90156 b,0.057,0.213,49.77,0.25,radial vel.,2009,71.6,0.84,5599,,71.6,0.057,0.213,0.84,5599,15.2508,"(-0.00354, 5.905]"
HD 92788 b,3.76,0.213,325.8,0.97,radial vel.,2000,113.2,1.15,5744,,113.2,3.76,0.213,1.15,5744,24.1116,"(-0.00354, 5.905]"
HD 93083 b,0.37,0.213,143.58,0.477,radial vel.,2005,93.1,0.7,4995,Proper name Melquíades,93.1,0.37,0.213,0.7,4995,19.8303,"(-0.00354, 5.905]"
HD 96167 b,0.717,0.213,498.04,1.332,radial vel.,2009,278.9,1.27,5733,,278.9,0.717,0.213,1.27,5733,59.4057,"(-0.00354, 5.905]"
HD 99109 b,0.44,0.213,439.3,1.11,radial vel.,2005,179,0.76,5282,Proper name Perwana,179,0.44,0.213,0.76,5282,38.127,"(-0.00354, 5.905]"
HD 100777 b,1.03,0.213,383.7,1.03,radial vel.,2007,161.8,0.83,5533,Proper name Laligurans,161.8,1.03,0.213,0.83,5533,34.4634,"(-0.00354, 5.905]"
HD 101930 b,0.25,0.213,70.46,0.3,radial vel.,2005,98,0.57,5108,,98,0.25,0.213,0.57,5108,20.874,"(-0.00354, 5.905]"
HD 102117 b,0.17,0.213,20.81,0.15,radial vel.,2005,129.2,1.06,5655,Proper name Leklsullun,129.2,0.17,0.213,1.06,5655,27.5196,"(-0.00354, 5.905]"
HD 102195 b,0.41,0.213,4.11,0.05,radial vel.,2006,95.8,0.76,5301,Proper name Lete,95.8,0.41,0.213,0.76,5301,20.4054,"(-0.00354, 5.905]"
HD 102272 b,4.94,0.213,127.58,0.51,radial vel.,2008,1142,1.45,4790,,1142,4.94,0.213,1.45,4790,243.246,"(-0.00354, 5.905]"
HD 103197 b,0.09,0.213,47.84,0.25,radial vel.,2009,186.7,0.8,5250,,186.7,0.09,0.213,0.8,5250,39.7671,"(-0.00354, 5.905]"
HD 104067 b,0.16,0.213,55.81,0.26,radial vel.,2009,66.5,0.62,4937,,66.5,0.16,0.213,0.62,4937,14.1645,"(-0.00354, 5.905]"
HD 104985 b,8.3,0.213,199.5,0.95,radial vel.,2003,329,2.3,4877,Proper name Meztli,329,8.3,0.213,2.3,4877,70.077,"(-0.00354, 5.905]"
HD 106252 b,0.639,0.213,1531,2.61,radial vel.,2002,124.7,1.05,5576,Brown dwarf,124.7,0.639,0.213,1.05,5576,26.5611,"(-0.00354, 5.905]"
HD 107148 b,0.21,0.213,48.06,0.269,radial vel.,2005,161.4,1.12,5797,,161.4,0.21,0.213,1.12,5797,34.3782,"(-0.00354, 5.905]"
HD 108147 b,0.261,0.213,10.9,0.102,radial vel.,2002,127.1,1.27,6265,Proper name Tumearandu,127.1,0.261,0.213,1.27,6265,27.0723,"(-0.00354, 5.905]"
HD 108874 b,1.42,0.213,394.48,1.04,radial vel.,2002,194.5,1.1,5600,,194.5,1.42,0.213,1.1,5600,41.4285,"(-0.00354, 5.905]"
HD 108874 c,0.99,0.213,1624,2.659,radial vel.,2005,194.5,1.1,5600,,194.5,0.99,0.213,1.1,5600,41.4285,"(-0.00354, 5.905]"
HD 109749 b,0.27,0.213,5.24,0.0615,radial vel.,2005,206.1,1.13,5824,,206.1,0.27,0.213,1.13,5824,43.8993,"(-0.00354, 5.905]"
HD 111232 b,7.14,0.213,1143,1.97,radial vel.,2003,94.5,0.84,5512,,94.5,7.14,0.213,0.84,5512,20.1285,"(-0.00354, 5.905]"
HD 114386 b,1.14,0.213,937.7,1.73,radial vel.,2003,91.2,0.6,4836,,91.2,1.14,0.213,0.6,4836,19.4256,"(-0.00354, 5.905]"
HD 114729 b,0.825,0.213,1121.79,2.067,radial vel.,2002,123.4,0.94,5844,,123.4,0.825,0.213,0.94,5844,26.2842,"(-0.00354, 5.905]"
HD 114783 b,1.1,0.213,493.7,1.16,radial vel.,2001,66.5,0.85,5135,,66.5,1.1,0.213,0.85,5135,14.1645,"(-0.00354, 5.905]"
HD 117207 b,1.926,0.213,2621.75,3.787,radial vel.,2004,105.6,1.05,5732,,105.6,1.926,0.213,1.05,5732,22.4928,"(-0.00354, 5.905]"
HD 117618 b,0.174,0.213,25.8,0.18,radial vel.,2004,123.4,1.08,5990,Proper name Noifasui,123.4,0.174,0.213,1.08,5990,26.2842,"(-0.00354, 5.905]"
HD 118203 b,2.79,0.213,6.13,0.07,radial vel.,2005,301.7,1.84,5864,Proper name Staburags,301.7,2.79,0.213,1.84,5864,64.2621,"(-0.00354, 5.905]"
HD 121504 b,1.51,0.213,63.33,0.33,radial vel.,2003,136,1.62,6027,,136,1.51,0.213,1.62,6027,28.968,"(-0.00354, 5.905]"
HD 125595 b,0.02,0.213,9.67,0.08,radial vel.,2009,92,0.29,4691,,92,0.02,0.213,0.29,4691,19.596,"(-0.00354, 5.905]"
HD 125612 b,3.1,0.213,557.04,1.372,radial vel.,2007,188.3,1.11,5841,[9],188.3,3.1,0.213,1.11,5841,40.1079,"(-0.00354, 5.905]"
HD 125612 c,0.055,0.213,4.16,0.0524,radial vel.,2009,188.3,1.11,5841,[9],188.3,0.055,0.213,1.11,5841,40.1079,"(-0.00354, 5.905]"
HD 125612 d,7.28,0.213,2835,4.06,radial vel.,2009,188.3,1.11,5841,[9],188.3,7.28,0.213,1.11,5841,40.1079,"(-0.00354, 5.905]"
HD 126614 Ab,0.41,0.213,1244,2.37,radial vel.,2009,238.9,1.26,5568,,238.9,0.41,0.213,1.26,5568,50.8857,"(-0.00354, 5.905]"
HD 128311 b,1.769,0.213,453.02,1.084,radial vel.,2002,53.9,0.83,4863,,53.9,1.769,0.213,0.83,4863,11.4807,"(-0.00354, 5.905]"
HD 128311 c,3.789,0.213,921.54,1.74,radial vel.,2005,53.9,0.83,4863,,53.9,3.789,0.213,0.83,4863,11.4807,"(-0.00354, 5.905]"
HD 131664 b,19.12,0.213,1951,3.17,radial vel.,2008,172.5,1.19,5892,,172.5,19.12,0.213,1.19,5892,36.7425,"(-0.00354, 5.905]"
HD 132406 b,5.38,0.213,974,1.98,radial vel.,2007,231.4,1.03,5783,,231.4,5.38,0.213,1.03,5783,49.2882,"(-0.00354, 5.905]"
HD 139357 b,9.76,0.213,1125.7,2.36,radial vel.,2008,366.8,1.35,4700,,366.8,9.76,0.213,1.35,4700,78.1284,"(-0.00354, 5.905]"
HD 141937 b,9.69,0.213,653.22,1.5,radial vel.,2002,108.9,1.09,5870,,108.9,9.69,0.213,1.09,5870,23.1957,"(-0.00354, 5.905]"
HD 142022 Ab,4.44,0.213,1928,2.93,radial vel.,2005,111.9,0.9,5421,,111.9,4.44,0.213,0.9,5421,23.8347,"(-0.00354, 5.905]"
HD 142415 b,1.67,0.213,386.3,1.06,radial vel.,2003,116,1.07,5940,,116,1.67,0.213,1.07,5940,24.708,"(-0.00354, 5.905]"
HD 143361 b,3.532,0.213,1039.15,1.988,radial vel.,2008,223.9,0.97,5507,,223.9,3.532,0.213,0.97,5507,47.6907,"(-0.00354, 5.905]"
HD 145377 b,6.02,0.213,103.95,0.45,radial vel.,2008,174.7,1.2,6014,,174.7,6.02,0.213,1.2,6014,37.2111,"(-0.00354, 5.905]"
HD 147018 b,2.12,0.213,44.24,0.2388,radial vel.,2009,140.1,0.93,5441,,140.1,2.12,0.213,0.93,5441,29.8413,"(-0.00354, 5.905]"
HD 147018 c,6.56,0.213,1008,1.922,radial vel.,2009,140.1,0.93,5441,,140.1,6.56,0.213,0.93,5441,29.8413,"(-0.00354, 5.905]"
HD 147513 b,1.21,0.213,528.4,1.32,radial vel.,2003,42.1,1.11,5883,,42.1,1.21,0.213,1.11,5883,8.9673,"(-0.00354, 5.905]"
HD 148156 b,0.85,0.213,1027,2.45,radial vel.,2009,186.6,1.22,6308,,186.6,0.85,0.213,1.22,6308,39.7458,"(-0.00354, 5.905]"
HD 148427 b,1.3,0.213,331.5,1.04,radial vel.,2009,233.2,1.64,5025,Proper name Tondra,233.2,1.3,0.213,1.64,5025,49.6716,"(-0.00354, 5.905]"
HD 149026 b,0.38,0.74,2.88,0.04364,radial vel.,2005,248,1.42,6179,Proper name Smertrios,248,0.38,0.74,1.42,6179,183.52,"(-0.00354, 5.905]"
HD 149143 b,1.33,0.213,4.07,0.053,radial vel.,2005,239.5,1.2,5856,Proper name Riosar,239.5,1.33,0.213,1.2,5856,51.0135,"(-0.00354, 5.905]"
HD 153950 b,2.95,0.213,499.4,1.28,radial vel.,2008,158.3,1.25,6124,Proper name Trimobe,158.3,2.95,0.213,1.25,6124,33.7179,"(-0.00354, 5.905]"
HD 154345 b,0.82,0.213,3341.56,4.21,radial vel.,2006,59.7,0.71,5468,,59.7,0.82,0.213,0.71,5468,12.7161,"(-0.00354, 5.905]"
HD 154672 b,5.37,0.213,163.94,0.6,radial vel.,2008,206,1.18,5743,,206,5.37,0.213,1.18,5743,43.878,"(-0.00354, 5.905]"
HD 154857 b,2.45,0.213,408.6,1.29,radial vel.,2004,207.3,1.96,5589,,207.3,2.45,0.213,1.96,5589,44.1549,"(-0.00354, 5.905]"
HD 155358 b,0.99,0.213,194.3,0.63,radial vel.,2007,142.4,1.15,5905,,142.4,0.99,0.213,1.15,5905,30.3312,"(-0.00354, 5.905]"
HD 155358 c,0.82,0.213,391.9,1.02,radial vel.,2007,142.4,1.15,5905,,142.4,0.82,0.213,1.15,5905,30.3312,"(-0.00354, 5.905]"
HD 156411 b,0.74,0.213,842.2,1.88,radial vel.,2009,185.8,1.25,5900,Proper name Sumajmajta,185.8,0.74,0.213,1.25,5900,39.5754,"(-0.00354, 5.905]"
HD 156846 b,10.67,0.213,359.51,1.12,radial vel.,2007,155.9,1.38,6090,,155.9,10.67,0.213,1.38,6090,33.2067,"(-0.00354, 5.905]"
HD 159868 b,2.218,0.213,1184.1,2.32,radial vel.,2006,182.5,1.19,5534,,182.5,2.218,0.213,1.19,5534,38.8725,"(-0.00354, 5.905]"
HD 162020 b,9.84,0.213,8.43,0.08,radial vel.,2002,100.6,0.42,4723,,100.6,9.84,0.213,0.42,4723,21.4278,"(-0.00354, 5.905]"
HD 164922 b,0.31,0.213,1155,2.1,radial vel.,2005,71.8,0.76,5372,,71.8,0.31,0.213,0.76,5372,15.2934,"(-0.00354, 5.905]"
HD 167042 b,1.7,0.213,420.77,1.32,radial vel.,2007,162.2,1.5,4943,,162.2,1.7,0.213,1.5,4943,34.5486,"(-0.00354, 5.905]"
HD 168443 c,17.193,0.213,1749.83,2.8373,radial vel.,2000,129.4,0.99,5491,,129.4,17.193,0.213,0.99,5491,27.5622,"(-0.00354, 5.905]"
HD 168746 b,0.27,0.213,6.4,0.07,radial vel.,2002,135.8,1.07,5570,Proper name Onasilos,135.8,0.27,0.213,1.07,5570,28.9254,"(-0.00354, 5.905]"
HD 169830 b,2.88,0.213,225.62,0.81,radial vel.,2000,122.8,1.4,6299,,122.8,2.88,0.213,1.4,6299,26.1564,"(-0.00354, 5.905]"
HD 169830 c,4.04,0.213,2102,3.6,radial vel.,2003,122.8,1.4,6299,,122.8,4.04,0.213,1.4,6299,26.1564,"(-0.00354, 5.905]"
HD 170469 b,0.66,0.213,1145,2.24,radial vel.,2007,196.6,1.1,5842,[9],196.6,0.66,0.213,1.1,5842,41.8758,"(-0.00354, 5.905]"
HD 171028 b,2.62,0.213,550,1.32,radial vel.,2007,365.3,1.53,5671,,365.3,2.62,0.213,1.53,5671,77.8089,"(-0.00354, 5.905]"
HD 171238 b,2.72,0.213,1532,2.57,radial vel.,2009,146.4,0.96,5440,,146.4,2.72,0.213,0.96,5440,31.1832,"(-0.00354, 5.905]"
HD 173416 b,2.7,0.213,323.6,1.16,radial vel.,2008,432.8,2,4683,Proper name Wangshu,432.8,2.7,0.213,2,4683,92.1864,"(-0.00354, 5.905]"
HD 175541 b,0.598,0.213,298.43,0.975,radial vel.,2007,424.3,1.39,5013,Proper name Kavian,424.3,0.598,0.213,1.39,5013,90.3759,"(-0.00354, 5.905]"
HD 178911 Bb,8.03,0.213,71.48,0.34,radial vel.,2001,133.8,1.24,5588,,133.8,8.03,0.213,1.24,5588,28.4994,"(-0.00354, 5.905]"
HD 179079 b,0.081,0.213,14.48,0.1214,radial vel.,2008,227.8,1.14,5646,,227.8,0.081,0.213,1.14,5646,48.5214,"(-0.00354, 5.905]"
HD 179949 b,0.916,0.213,3.09,0.0443,radial vel.,2000,89.6,1.21,6168,Proper name Mastika,89.6,0.916,0.213,1.21,6168,19.0848,"(-0.00354, 5.905]"
HD 181433 b,0.02,0.213,9.37,0.08,radial vel.,2008,87.7,0.63,4918,,87.7,0.02,0.213,0.63,4918,18.6801,"(-0.00354, 5.905]"
HD 181433 c,0.64,0.213,962,1.76,radial vel.,2008,87.7,0.63,4918,,87.7,0.64,0.213,0.63,4918,18.6801,"(-0.00354, 5.905]"
HD 181433 d,0.54,0.213,2172,3,radial vel.,2008,87.7,0.63,4918,,87.7,0.54,0.213,0.63,4918,18.6801,"(-0.00354, 5.905]"
HD 181720 b,0.4,0.213,956,1.85,radial vel.,2009,196.7,1.03,5736,Proper name Toge,196.7,0.4,0.213,1.03,5736,41.8971,"(-0.00354, 5.905]"
HD 183263 b,3.95,0.213,626.52,1.49,radial vel.,2004,177,1.31,5948,,177,3.95,0.213,1.31,5948,37.701,"(-0.00354, 5.905]"
HD 183263 c,3.57,0.213,3070,4.35,radial vel.,2008,177,1.31,5948,,177,3.57,0.213,1.31,5948,37.701,"(-0.00354, 5.905]"
HD 185269 b,1.01,0.213,6.84,0.077,radial vel.,2006,169.8,1.3,5923,,169.8,1.01,0.213,1.3,5923,36.1674,"(-0.00354, 5.905]"
HD 187085 b,0.836,0.213,1019.74,2.1,radial vel.,2006,149.9,1.19,6117,,149.9,0.836,0.213,1.19,6117,31.9287,"(-0.00354, 5.905]"
HD 187123 c,1.99,0.213,3810,4.89,radial vel.,2008,150.1,1,5830,,150.1,1.99,0.213,1,5830,31.9713,"(-0.00354, 5.905]"
HD 188015 b,1.5,0.213,461.2,1.203,radial vel.,2004,165.5,1.09,5746,,165.5,1.5,0.213,1.09,5746,35.2515,"(-0.00354, 5.905]"
HD 189733 b,1.13,1.13,2.22,0.0313,radial vel.,2005,64.5,0.79,5052,,64.5,1.13,1.13,0.79,5052,72.885,"(-0.00354, 5.905]"
HD 190647 b,1.985,0.213,1176.45,2.231,radial vel.,2007,178,1.07,5656,,178,1.985,0.213,1.07,5656,37.914,"(-0.00354, 5.905]"
HD 190984 b,3.1,0.213,4885,5.5,radial vel.,2009,485.4,0.91,5988,,485.4,3.1,0.213,0.91,5988,103.3902,"(-0.00354, 5.905]"
HD 192699 b,2.096,0.213,340.94,1.063,radial vel.,2007,234.9,1.38,5041,Proper name Khomsa,234.9,2.096,0.213,1.38,5041,50.0337,"(-0.00354, 5.905]"
HD 196050 b,3.18,0.213,1378,2.51,radial vel.,2002,165.5,1.31,5879,,165.5,3.18,0.213,1.31,5879,35.2515,"(-0.00354, 5.905]"
HD 196885 Ab,2.58,0.213,1333,2.37,radial vel.,2007,111.6,1.28,6254,,111.6,2.58,0.213,1.28,6254,23.7708,"(-0.00354, 5.905]"
HD 202206 c,17.9,0.213,1260,2.41,radial vel.,2004,150.1,1.27,5760,,150.1,17.9,0.213,1.27,5760,31.9713,"(-0.00354, 5.905]"
HD 205739 b,1.37,0.213,279.8,0.896,radial vel.,2008,302.5,1.22,6176,Proper name Samagiya,302.5,1.37,0.213,1.22,6176,64.4325,"(-0.00354, 5.905]"
HD 208487 b,0.52,0.213,130.08,0.524,radial vel.,2004,143.5,1.13,6067,Proper name Mintome,143.5,0.52,0.213,1.13,6067,30.5655,"(-0.00354, 5.905]"
HD 210702 b,1.808,0.213,354.1,1.148,radial vel.,2007,177,1.61,4951,,177,1.808,0.213,1.61,4951,37.701,"(-0.00354, 5.905]"
HD 212301 b,0.51,0.213,2.25,0.03,radial vel.,2005,177.2,1.55,6239,,177.2,0.51,0.213,1.55,6239,37.7436,"(-0.00354, 5.905]"
HD 213240 b,5.58,0.213,882.7,1.89,radial vel.,2001,133.5,1.57,5979,,133.5,5.58,0.213,1.57,5979,28.4355,"(-0.00354, 5.905]"
HD 215497 b,0.02,0.213,3.93,0.05,radial vel.,2009,132.4,0.67,5110,,132.4,0.02,0.213,0.67,5110,28.2012,"(-0.00354, 5.905]"
HD 215497 c,0.33,0.213,567.94,1.282,radial vel.,2009,132.4,0.67,5110,,132.4,0.33,0.213,0.67,5110,28.2012,"(-0.00354, 5.905]"
HD 216770 b,0.57,0.213,118.45,0.46,radial vel.,2003,119.7,0.74,5399,,119.7,0.57,0.213,0.74,5399,25.4961,"(-0.00354, 5.905]"
HD 217107 c,2.6,0.213,4270,5.32,radial vel.,2005,65.5,1,5622,,65.5,2.6,0.213,1,5622,13.9515,"(-0.00354, 5.905]"
HD 219828 b,0.066,0.213,3.83,0.0507,radial vel.,2007,239,1.18,5807,,239,0.066,0.213,1.18,5807,50.907,"(-0.00354, 5.905]"
HD 221287 b,3.09,0.213,456.1,1.25,radial vel.,2007,182.7,1.25,6304,Proper name Pipitea,182.7,3.09,0.213,1.25,6304,38.9151,"(-0.00354, 5.905]"
HD 224693 b,0.7,0.213,26.69,0.191,radial vel.,2006,305.8,1.31,5894,Proper name Xólotl,305.8,0.7,0.213,1.31,5894,65.1354,"(-0.00354, 5.905]"
HD 231701 b,1.13,0.213,141.63,0.567,radial vel.,2007,356.2,1.21,6101,[9] Proper name Babylonia,356.2,1.13,0.213,1.21,6101,75.8706,"(-0.00354, 5.905]"
HD 240210 b,5.21,0.213,501.75,1.16,radial vel.,2009,466,0.82,4297,,466,5.21,0.213,0.82,4297,99.258,"(-0.00354, 5.905]"
HD 290327 b,2.43,0.213,2443,3.43,radial vel.,2009,184.4,0.84,5505,,184.4,2.43,0.213,0.84,5505,39.2772,"(-0.00354, 5.905]"
HD 330075 b,0.48,0.213,3.39,0.04,radial vel.,2004,148,0.47,5000,[13],148,0.48,0.213,0.47,5000,31.524,"(-0.00354, 5.905]"
